sentence,intensity_level,intensity_level_normalized,intensity_category
গতকাল থেকে আমার গোঁফে পাকিস্তানী পেঁয়াজের গন্ধ লেগে আছে গন্ধে দিশেহারা হয়ে প্রথমে খাটের তলায় আশ্রয় নিয়েছি তাতেও কাজ না হওয়ায় একটি ট্রেঞ্চ খুঁড়ে সেখানে হড়হড় করে বমি করেছি,1,0,Disagreement
আল্লাহ এমন কুলাঙ্গারকে হেদায়েত করুক,1,0,Disagreement
কান্দো কা ভাই,1,0,Disagreement
বাংলাদেশ। পাকিস্তান। এক।সাতে।থাকলে।বাংগালীদের।দামে দিত।না।তারা।,1,0,Disagreement
"ইনু ভাই, ভুমিকম্পের সময় নাস্তিকরা কাকে ডাকে? আরে পাগল বিপদের সময় সবাই আল্লাহরেই ডাকে",1,0,Disagreement
মুসলীমদের প্রতি প্রধান মন্ত্রীর কোন টানদরদ নেই। ভারতে নিহতদের জন্য তার বুক ভরা আর্তনাদ,1,0,Disagreement
আমরা ভারতের জন্য জীবন দিয়ে দিব হুহু হাহ,1,0,Disagreement
"হিন্দু,মুসলিম উভয়কেই বাশ দিলো নুসরাত,কারও বোঝার ক্ষমতা নেই.",1,0,Disagreement
আলীগ সব সময় ধান কে কেটে দেয়,1,0,Disagreement
পাগল নাকি আমার প্রিয় শিল্পী,1,0,Disagreement
আপনাদের কে বলছি ভাই অনেকে অনেক কথা বলছেন একটা কথার উওর দেন আপনারা নিজরা খোদা বাইনে পুজা করেন কেন,1,0,Disagreement
চীন বাধ দিয়েছে ব্রমপুত্র নদে তো আপনাদের মতো ভারত ঘেন ঘেন করছে কি কেনো করবে ভারত সরকার আর একটা বাঁধ বাঁধিয়ে নেবে আপনারাউ নিন কে বারোন করেছে না পাকিস্তান এর ডন এর কাছে টাকা খেয়ে ভারত বিরোধিতা প্রচার করেন,1,0,Disagreement
ওহুদের যুদ্ধে দাঁত ভাঙলো কেমনে,1,0,Disagreement
রাহুল ভাই আমি একজন হিন্দু হয়ে বলছি মুফতি মাসুদ একজন মূর্খ এদের মত মূর্খদের কখনো বোঝানো যাবে না  আর আপনি ওকে বাইবেল পড়তে বলছেন ও পড়তে পারে,1,0,Disagreement
সময় টিভি কি বিটিভি হয়ে গেল নাকি  কতো টাকা দিসে ভাই,1,0,Disagreement
ভারতীয় আগ্রাসনের প্রথম শহীদ আবরার,1,0,Disagreement
"ভাই তোমাকে বলছি, তুমি রানু দিয়ে নিয়ে কোন ভিডিও না বানিয়ে, অন্য কিছু ভিডিও বানাও, কারণ এই রানুদির ভিডিও তো দূরের কথা এর কথা শুনলে আমার মাথা গরম হয়ে",1,0,Disagreement
সবার আগে অতিকথন মন্ত্রীদের থামান তাদের অকথাগুলির ব্যাখা তৃনমুলের কর্মিদের দিতে হয় যদিও আমাদের কাছে কো কথার কোন ব্যাখা আমাদের কাছে নাই,1,0,Disagreement
ফাসির মন্চে দারিয়ে বলবো কুরআন আমার সংবিধান আমি কুরআনের আইন মানি,1,0,Disagreement
জানি ওরা মানসিক পাগল কিন্তু এত মানসিক পাগল সেটা জানিনা,1,0,Disagreement
হিজাব একটা ফ্যাশন নেকাবও তেমন ইসলাম সম্মত না যারা পর্দা করতে চায় তাদের জন্য বোরকা আছে হিজাব না হিজাবতো মিয়া খলিফাও পড়ে,1,0,Disagreement
স্বাস্থ্য মন্ত্রীর যোগ্যতা প্রশ্নবিদ্ধ,1,0,Disagreement
